text,label
vô cùng Mình cảm thấy vô cùng hạnh phúc khi được điểm cao trong bài kiểm tra. khi thảo luận nhóm,Positive
"Nhóm mình bất đồng ý kiến, kết quả không như mong đợi. trong lớp học - mình tự nhủ.",Negative
quá Bạn cùng lớp hỗ trợ nhau học tập rất nhiệt tình. (thật bất ngờ).,Positive
Thầy cô phê bình làm mình buồn cả ngày. khi làm bài tập và mình nghĩ sẽ tốt hơn lần sau.,Negative
"hơi Mình hoàn thành dự án trước thời hạn, cảm giác nhẹ nhõm và vui sướng.",Positive
Mình cảm thấy thất vọng vì bị điểm kém trong bài kiểm tra.!,Negative
"Mình tham gia buổi học nhóm, mọi thứ diễn ra bình thường. (thật bất ngờ).",Neutral
Mình chuẩn bị sách vở cho buổi học tiếp theo. khi thảo luận nhóm,Neutral
Mình vừa hoàn thành bài tập về nhà. vào buổi sáng,Neutral
cực kỳ Mình đến lớp đúng giờ và nghe giảng đầy đủ. (thật bất ngờ).,Neutral
"Cả lớp cùng nhau tổ chức tiệc, không khí thật vui vẻ.!",Positive
Bạn cùng lớp hỗ trợ nhau học tập rất nhiệt tình.,Positive
khá Hôm nay không có sự kiện gì nổi bật ở trường. ở trường :),Neutral
cực kỳ Bạn cùng lớp không hợp tác khi làm nhóm. trong giờ ra chơi,Negative
Mình được mời tham gia đội tuyển học sinh giỏi. (thật bất ngờ).,Positive
"Giáo viên giao bài tập mới, mình sẽ làm vào cuối tuần..",Neutral
"đặc biệt Hôm nay mình đi học như thường lệ, không có gì đặc biệt. và mình nghĩ sẽ tốt hơn lần sau.",Neutral
Thầy cô phê bình làm mình buồn cả ngày. - mình tự nhủ.,Negative
Hôm nay mình đọc tài liệu môn học. khi nói chuyện với bạn bè,Neutral
"Nhóm mình hợp tác rất ăn ý, kết quả vượt ngoài mong đợi.",Positive
"đặc biệt Bài thuyết trình hôm nay gặp sự cố, mình lo lắng mãi. trong kỳ thi.",Negative
"Cả lớp cùng nhau tổ chức tiệc, không khí thật vui vẻ. trong lớp học :)",Positive
Mình cảm thấy thất vọng vì bị điểm kém trong bài kiểm tra. - mình tự nhủ.,Negative
thật sự Mình đạt giải nhất cuộc thi hùng biện của trường.,Positive
"vô cùng Tham gia câu lạc bộ mới, mình quen được nhiều bạn tốt. trong lớp học - mình tự nhủ.",Positive
khá Bố mẹ không hài lòng về kết quả học tập của mình. trong giờ ra chơi :),Negative
"Mình bị điểm danh nhầm, không biết giải thích sao..",Negative
"Mình tham gia buổi học nhóm, mọi thứ diễn ra bình thường.!",Neutral
Bạn bè không quan tâm khiến mình thấy cô đơn. vào buổi sáng - mình tự nhủ.,Negative
Thầy cô phê bình làm mình buồn cả ngày.!,Negative
"khá Mình vừa nhận được học bổng, cảm giác như mơ vậy! - mình tự nhủ.",Positive
cực kỳ Mỗi ngày đến lớp đều là một trải nghiệm tuyệt vời. khi nói chuyện với bạn bè - mình tự nhủ.,Positive
"Mình bị mất đồ dùng học tập, cảm giác rất tệ. vào buổi sáng",Negative
Mình làm bài tập nhóm cùng các bạn. - mình tự nhủ.,Neutral
"Mình hoàn thành dự án trước thời hạn, cảm giác nhẹ nhõm và vui sướng. và mình nghĩ sẽ tốt hơn lần sau.",Positive
"Bạn thân tặng quà sinh nhật bất ngờ, mình xúc động lắm. vào buổi sáng (thật bất ngờ).",Positive
"Giáo viên giao bài tập mới, mình sẽ làm vào cuối tuần.",Neutral
Mình cảm thấy vô cùng hạnh phúc khi được điểm cao trong bài kiểm tra.,Positive
quá Cảm giác chiến thắng khi vượt qua thử thách lớn. khi nói chuyện với bạn bè!,Positive
Thầy cô phê bình làm mình buồn cả ngày.,Negative
"thật sự Mình vừa nhận được học bổng, cảm giác như mơ vậy! trong giờ ra chơi!",Positive
"cực kỳ Giáo viên giao bài tập mới, mình sẽ làm vào cuối tuần. trong kỳ thi",Neutral
Mình vừa hoàn thành bài tập về nhà. :),Neutral
đặc biệt Mình bị đau ốm nên không thể đi học. khi thảo luận nhóm,Negative
Cảm giác chiến thắng khi vượt qua thử thách lớn. trong kỳ thi,Positive
"Mình bị chê bai trước lớp, rất xấu hổ. khi nói chuyện với bạn bè",Negative
cực kỳ Mình ghi chú lại bài giảng để dễ học hơn. khi nói chuyện với bạn bè.,Neutral
vô cùng Mình cảm thấy thất vọng vì bị điểm kém trong bài kiểm tra. khi làm bài tập - mình tự nhủ.,Negative
"Mình vừa nhận được học bổng, cảm giác như mơ vậy!.",Positive
hơi Cảm giác chiến thắng khi vượt qua thử thách lớn. trong giờ ra chơi!,Positive
"vô cùng Cả lớp bị phạt vì một lỗi nhỏ, mình thấy bất công. trong giờ ra chơi",Negative
"Nhóm mình bất đồng ý kiến, kết quả không như mong đợi. ở trường (thật bất ngờ).",Negative
vô cùng Hôm nay mình đọc tài liệu môn học. (thật bất ngờ).,Neutral
"Mình bị loại khỏi đội tuyển, cảm giác thất vọng.",Negative
"Bài thuyết trình hôm nay gặp sự cố, mình lo lắng mãi. vào buổi sáng",Negative
"quá Mình giúp bạn giải bài tập khó, cả hai đều vui..",Positive
"Cả lớp cùng nhau tổ chức tiệc, không khí thật vui vẻ.!",Positive
rất Mình chuẩn bị sách vở cho buổi học tiếp theo. vào buổi chiều :),Neutral
"rất Nhóm mình bất đồng ý kiến, kết quả không như mong đợi.",Negative
"rất Mình bị mất đồ dùng học tập, cảm giác rất tệ. khi làm bài tập",Negative
vô cùng Mình bị đau ốm nên không thể đi học. khi làm bài tập,Negative
"rất Mình bị điểm danh nhầm, không biết giải thích sao. khi nói chuyện với bạn bè.",Negative
"Bạn thân tặng quà sinh nhật bất ngờ, mình xúc động lắm.",Positive
Mình đến lớp đúng giờ và nghe giảng đầy đủ. vào buổi chiều - mình tự nhủ.,Neutral
Bạn thân hiểu lầm khiến mình buồn bã. và mình nghĩ sẽ tốt hơn lần sau.,Negative
"Mình giúp bạn giải bài tập khó, cả hai đều vui.",Positive
"Bạn thân tặng quà sinh nhật bất ngờ, mình xúc động lắm.!",Positive
Mình tham gia tiết học thể dục như mọi khi.,Neutral
"rất Tham gia câu lạc bộ mới, mình quen được nhiều bạn tốt. trong giờ ra chơi và mình nghĩ sẽ tốt hơn lần sau.",Positive
"Cả lớp cùng nhau tổ chức tiệc, không khí thật vui vẻ. :)",Positive
"khá Ngày mai mình có bài kiểm tra, cần ôn lại một chút. - mình tự nhủ.",Neutral
"Mình vừa nhận được học bổng, cảm giác như mơ vậy! khi thảo luận nhóm (thật bất ngờ).",Positive
Mình nhận được lời khen từ thầy giáo chủ nhiệm.!,Positive
Mình đạt giải nhất cuộc thi hùng biện của trường.,Positive
"Cả lớp cùng nhau tổ chức tiệc, không khí thật vui vẻ. - mình tự nhủ.",Positive
Mỗi ngày đến lớp đều là một trải nghiệm tuyệt vời. trong kỳ thi,Positive
quá Thầy cô phê bình làm mình buồn cả ngày. và mình nghĩ sẽ tốt hơn lần sau.,Negative
rất Mỗi ngày đến lớp đều là một trải nghiệm tuyệt vời.,Positive
Mỗi ngày đến lớp đều là một trải nghiệm tuyệt vời. trong giờ ra chơi.,Positive
rất Mình ghi chú lại bài giảng để dễ học hơn. và mình nghĩ sẽ tốt hơn lần sau.,Neutral
Bạn thân hiểu lầm khiến mình buồn bã. vào buổi chiều (thật bất ngờ).,Negative
vô cùng Thầy cô phê bình làm mình buồn cả ngày. khi làm bài tập (thật bất ngờ).,Negative
"thật sự Mình được chọn làm lớp trưởng, cảm giác rất vinh dự. khi nói chuyện với bạn bè",Positive
đặc biệt Mình vừa hoàn thành bài tập về nhà.!,Neutral
"hơi Bài thuyết trình hôm nay gặp sự cố, mình lo lắng mãi.!",Negative
"Ngày mai mình có bài kiểm tra, cần ôn lại một chút. trong lớp học - mình tự nhủ.",Neutral
Mình làm bài tập nhóm cùng các bạn. (thật bất ngờ).,Neutral
Cảm giác thất bại khi không đạt mục tiêu đề ra.,Negative
"Hôm nay mình đi học như thường lệ, không có gì đặc biệt. vào buổi sáng",Neutral
Mình kiểm tra lại lịch học tuần này. khi nói chuyện với bạn bè và mình nghĩ sẽ tốt hơn lần sau.,Neutral
thật sự Mình tham gia tiết học thể dục như mọi khi. trong giờ ra chơi (thật bất ngờ).,Neutral
Cảm giác thất bại khi không đạt mục tiêu đề ra. khi thảo luận nhóm và mình nghĩ sẽ tốt hơn lần sau.,Negative
cực kỳ Mình kiểm tra lại lịch học tuần này. vào buổi sáng :),Neutral
"khá Giờ ra chơi, mình ngồi đọc sách. ở trường",Neutral
"thật sự Giờ ra chơi, mình ngồi đọc sách. vào buổi sáng.",Neutral
đặc biệt Mình được mời tham gia đội tuyển học sinh giỏi. khi nói chuyện với bạn bè và mình nghĩ sẽ tốt hơn lần sau.,Positive
rất Cảm giác thất bại khi không đạt mục tiêu đề ra. khi thảo luận nhóm (thật bất ngờ).,Negative
hơi Mình vừa học xong một bài mới và hiểu rất rõ. khi làm bài tập,Positive
"Giờ ra chơi, mình ngồi đọc sách..",Neutral
Tham gia câu lạc bộ nhưng không ai nói chuyện với mình.,Negative
Mình bị đau ốm nên không thể đi học. khi nói chuyện với bạn bè,Negative
vô cùng Mình cảm thấy vô cùng hạnh phúc khi được điểm cao trong bài kiểm tra. (thật bất ngờ).,Positive
Bố mẹ không hài lòng về kết quả học tập của mình. trong giờ ra chơi,Negative
"cực kỳ Cả lớp cùng nhau tổ chức tiệc, không khí thật vui vẻ..",Positive
Mình cảm thấy thất vọng vì bị điểm kém trong bài kiểm tra. - mình tự nhủ.,Negative
Mình đến lớp đúng giờ và nghe giảng đầy đủ. trong kỳ thi!,Neutral
"Lớp học diễn ra bình thường, mọi người đều chăm chú nghe giảng.",Neutral
thật sự Bạn thân hiểu lầm khiến mình buồn bã. và mình nghĩ sẽ tốt hơn lần sau.,Negative
"đặc biệt Ngày mai mình có bài kiểm tra, cần ôn lại một chút. khi thảo luận nhóm",Neutral
Bạn bè không quan tâm khiến mình thấy cô đơn. - mình tự nhủ.,Negative
"Lớp học diễn ra bình thường, mọi người đều chăm chú nghe giảng. vào buổi chiều",Neutral
Mình chuẩn bị sách vở cho buổi học tiếp theo. và mình nghĩ sẽ tốt hơn lần sau.,Neutral
vô cùng Mình đạt giải nhất cuộc thi hùng biện của trường..,Positive
"thật sự Mình nộp bài trễ nên bị trừ điểm, rất buồn. khi nói chuyện với bạn bè",Negative
"Mình nộp bài trễ nên bị trừ điểm, rất buồn. vào buổi sáng!",Negative
Mình cảm thấy thất vọng vì bị điểm kém trong bài kiểm tra. khi nói chuyện với bạn bè - mình tự nhủ.,Negative
"đặc biệt Mình nộp bài trễ nên bị trừ điểm, rất buồn. ở trường :)",Negative
Hôm nay mình đọc tài liệu môn học. vào buổi sáng :),Neutral
thật sự Mình ghi chú lại bài giảng để dễ học hơn. ở trường,Neutral
cực kỳ Mình vừa hoàn thành bài tập về nhà.,Neutral
Mình cảm thấy vô cùng hạnh phúc khi được điểm cao trong bài kiểm tra. khi làm bài tập (thật bất ngờ).,Positive
"rất Bạn thân tặng quà sinh nhật bất ngờ, mình xúc động lắm.!",Positive
cực kỳ Mình đạt giải nhất cuộc thi hùng biện của trường. trong lớp học và mình nghĩ sẽ tốt hơn lần sau.,Positive
Hôm nay không có sự kiện gì nổi bật ở trường. trong kỳ thi,Neutral
"Mình vừa nhận được học bổng, cảm giác như mơ vậy! trong kỳ thi",Positive
Bạn cùng lớp hỗ trợ nhau học tập rất nhiệt tình. trong kỳ thi.,Positive
"thật sự Hôm nay mình đi học như thường lệ, không có gì đặc biệt. khi làm bài tập - mình tự nhủ.",Neutral
Mình làm bài tập nhóm cùng các bạn. ở trường,Neutral
Bạn bè không quan tâm khiến mình thấy cô đơn. trong lớp học!,Negative
đặc biệt Thầy cô khen ngợi làm mình có động lực học tập hơn. và mình nghĩ sẽ tốt hơn lần sau.,Positive
Tham gia câu lạc bộ nhưng không ai nói chuyện với mình. vào buổi chiều.,Negative
cực kỳ Mình cảm thấy vô cùng hạnh phúc khi được điểm cao trong bài kiểm tra..,Positive
"cực kỳ Bài thuyết trình hôm nay thành công rực rỡ, mình rất tự hào. :)",Positive
Thầy cô khen ngợi làm mình có động lực học tập hơn. :),Positive
Tham gia câu lạc bộ nhưng không ai nói chuyện với mình. khi nói chuyện với bạn bè - mình tự nhủ.,Negative
"thật sự Lịch học hôm nay khá dày, mình cần sắp xếp thời gian. :)",Neutral
hơi Mình đạt giải nhất cuộc thi hùng biện của trường. vào buổi sáng.,Positive
"Cả lớp cùng nhau tổ chức tiệc, không khí thật vui vẻ. - mình tự nhủ.",Positive
Mình đến lớp đúng giờ và nghe giảng đầy đủ. ở trường,Neutral
"vô cùng Nhóm mình hợp tác rất ăn ý, kết quả vượt ngoài mong đợi. :)",Positive
"Tham gia câu lạc bộ mới, mình quen được nhiều bạn tốt. và mình nghĩ sẽ tốt hơn lần sau.",Positive
đặc biệt Cảm giác chiến thắng khi vượt qua thử thách lớn. (thật bất ngờ).,Positive
rất Tham gia câu lạc bộ nhưng không ai nói chuyện với mình. ở trường (thật bất ngờ).,Negative
vô cùng Mình cảm thấy vô cùng hạnh phúc khi được điểm cao trong bài kiểm tra. khi thảo luận nhóm và mình nghĩ sẽ tốt hơn lần sau.,Positive
Mình tham gia tiết học thể dục như mọi khi. vào buổi sáng :),Neutral
đặc biệt Bố mẹ tự hào về thành tích học tập của mình. :),Positive
Mỗi ngày đến lớp đều là một trải nghiệm tuyệt vời..,Positive
"Lịch học hôm nay khá dày, mình cần sắp xếp thời gian. (thật bất ngờ).",Neutral
"Mình tham gia buổi học nhóm, mọi thứ diễn ra bình thường. và mình nghĩ sẽ tốt hơn lần sau.",Neutral
"Giờ ra chơi, mình ngồi đọc sách. khi làm bài tập (thật bất ngờ).",Neutral
"khá Hôm nay mình đi học như thường lệ, không có gì đặc biệt.",Neutral
"Mình tham gia buổi học nhóm, mọi thứ diễn ra bình thường. trong lớp học",Neutral
Mình chuẩn bị sách vở cho buổi học tiếp theo. khi thảo luận nhóm,Neutral
Mình vừa nhận được thông báo từ giáo viên. trong lớp học!,Neutral
"Bài thuyết trình hôm nay gặp sự cố, mình lo lắng mãi. - mình tự nhủ.",Negative
"Nhóm mình bất đồng ý kiến, kết quả không như mong đợi. và mình nghĩ sẽ tốt hơn lần sau.",Negative
"khá Thời tiết hôm nay mát mẻ, mình đi học đúng giờ. (thật bất ngờ).",Neutral
"đặc biệt Nhóm mình hợp tác rất ăn ý, kết quả vượt ngoài mong đợi. :)",Positive
cực kỳ Mỗi ngày đến lớp đều là một trải nghiệm tuyệt vời. ở trường.,Positive
"Mình nộp bài trễ nên bị trừ điểm, rất buồn. và mình nghĩ sẽ tốt hơn lần sau.",Negative
"Mình bị điểm danh nhầm, không biết giải thích sao. - mình tự nhủ.",Negative
"rất Lịch học hôm nay khá dày, mình cần sắp xếp thời gian. trong lớp học (thật bất ngờ).",Neutral
Mình nhận được lời khen từ thầy giáo chủ nhiệm..,Positive
"Hôm nay mình đi học như thường lệ, không có gì đặc biệt. trong lớp học (thật bất ngờ).",Neutral
Mình cảm thấy thất vọng vì bị điểm kém trong bài kiểm tra. :),Negative
"Ngày mai mình có bài kiểm tra, cần ôn lại một chút. - mình tự nhủ.",Neutral
Bạn cùng lớp không hợp tác khi làm nhóm. trong kỳ thi!,Negative
"quá Mình giúp bạn giải bài tập khó, cả hai đều vui.",Positive
"cực kỳ Bài thuyết trình hôm nay gặp sự cố, mình lo lắng mãi..",Negative
Bố mẹ tự hào về thành tích học tập của mình. - mình tự nhủ.,Positive
"thật sự Mình được chọn làm lớp trưởng, cảm giác rất vinh dự. :)",Positive
vô cùng Cảm giác chiến thắng khi vượt qua thử thách lớn. vào buổi chiều (thật bất ngờ).,Positive
Mình chuẩn bị sách vở cho buổi học tiếp theo..,Neutral
"Ngày mai mình có bài kiểm tra, cần ôn lại một chút. khi nói chuyện với bạn bè - mình tự nhủ.",Neutral
"Mình hoàn thành dự án trước thời hạn, cảm giác nhẹ nhõm và vui sướng. - mình tự nhủ.",Positive
Bố mẹ không hài lòng về kết quả học tập của mình. trong kỳ thi,Negative
Mình chuẩn bị sách vở cho buổi học tiếp theo. :),Neutral
"Mình hoàn thành dự án trước thời hạn, cảm giác nhẹ nhõm và vui sướng. khi nói chuyện với bạn bè - mình tự nhủ.",Positive
"rất Lớp học diễn ra bình thường, mọi người đều chăm chú nghe giảng. khi thảo luận nhóm (thật bất ngờ).",Neutral
thật sự Mình vừa học xong một bài mới và hiểu rất rõ. trong giờ ra chơi,Positive
quá Mình ăn trưa ở căn tin cùng bạn bè.,Neutral
Mình nhận được lời khen từ thầy giáo chủ nhiệm. - mình tự nhủ.,Positive
hơi Mình cảm thấy vô cùng hạnh phúc khi được điểm cao trong bài kiểm tra. trong giờ ra chơi - mình tự nhủ.,Positive
"vô cùng Mình hoàn thành dự án trước thời hạn, cảm giác nhẹ nhõm và vui sướng.",Positive
Mình kiểm tra lại lịch học tuần này. vào buổi chiều,Neutral
hơi Mình ghi chú lại bài giảng để dễ học hơn. :),Neutral
"khá Mình bị chê bai trước lớp, rất xấu hổ. :)",Negative
Bạn cùng lớp hỗ trợ nhau học tập rất nhiệt tình. vào buổi sáng - mình tự nhủ.,Positive
"Tham gia câu lạc bộ mới, mình quen được nhiều bạn tốt. - mình tự nhủ.",Positive
"Mình hoàn thành dự án trước thời hạn, cảm giác nhẹ nhõm và vui sướng. trong lớp học và mình nghĩ sẽ tốt hơn lần sau.",Positive
Mình đạt giải nhất cuộc thi hùng biện của trường.,Positive
Mình ăn trưa ở căn tin cùng bạn bè..,Neutral
Mình vừa làm xong bài tập nhỏ. (thật bất ngờ).,Neutral
"hơi Ngày mai mình có bài kiểm tra, cần ôn lại một chút. :)",Neutral
"vô cùng Mình bị mất đồ dùng học tập, cảm giác rất tệ. - mình tự nhủ.",Negative
khá Cảm giác thất bại khi không đạt mục tiêu đề ra. (thật bất ngờ).,Negative
"đặc biệt Mình giúp bạn giải bài tập khó, cả hai đều vui. khi nói chuyện với bạn bè và mình nghĩ sẽ tốt hơn lần sau.",Positive
Mình ăn trưa ở căn tin cùng bạn bè. và mình nghĩ sẽ tốt hơn lần sau.,Neutral
Mình ghi chú lại bài giảng để dễ học hơn. khi làm bài tập,Neutral
rất Bạn cùng lớp hỗ trợ nhau học tập rất nhiệt tình. khi nói chuyện với bạn bè,Positive
Mình làm bài tập nhóm cùng các bạn. (thật bất ngờ).,Neutral
"khá Ngày mai mình có bài kiểm tra, cần ôn lại một chút.",Neutral
rất Thầy cô phê bình làm mình buồn cả ngày. :),Negative
vô cùng Thầy cô phê bình làm mình buồn cả ngày. trong giờ ra chơi - mình tự nhủ.,Negative
Bạn bè luôn động viên khiến mình tự tin hơn mỗi ngày..,Positive
"vô cùng Mình nộp bài trễ nên bị trừ điểm, rất buồn. trong kỳ thi",Negative
quá Hôm nay mình đọc tài liệu môn học. :),Neutral
"đặc biệt Lịch học hôm nay khá dày, mình cần sắp xếp thời gian. trong kỳ thi.",Neutral
đặc biệt Mình đến lớp đúng giờ và nghe giảng đầy đủ. ở trường và mình nghĩ sẽ tốt hơn lần sau.,Neutral
"Lịch học hôm nay khá dày, mình cần sắp xếp thời gian. ở trường",Neutral
Mình được mời tham gia đội tuyển học sinh giỏi.,Positive
Bạn cùng lớp không hợp tác khi làm nhóm.!,Negative
Cảm giác chiến thắng khi vượt qua thử thách lớn..,Positive
"Mình được chọn làm lớp trưởng, cảm giác rất vinh dự. ở trường - mình tự nhủ.",Positive
rất Mỗi ngày đến lớp đều cảm thấy áp lực. vào buổi sáng và mình nghĩ sẽ tốt hơn lần sau.,Negative
"rất Hôm nay mình đi học như thường lệ, không có gì đặc biệt. ở trường.",Neutral
"Tham gia câu lạc bộ mới, mình quen được nhiều bạn tốt. khi làm bài tập",Positive
Mình vừa học xong một bài mới và hiểu rất rõ. - mình tự nhủ.,Positive
Mình vừa học xong một bài mới và hiểu rất rõ. khi nói chuyện với bạn bè (thật bất ngờ).,Positive
Bạn thân hiểu lầm khiến mình buồn bã. trong lớp học :),Negative
hơi Mình ăn trưa ở căn tin cùng bạn bè. khi làm bài tập.,Neutral
đặc biệt Mình vừa làm xong bài tập nhỏ. và mình nghĩ sẽ tốt hơn lần sau.,Neutral
"Bạn thân tặng quà sinh nhật bất ngờ, mình xúc động lắm. khi thảo luận nhóm :)",Positive
"Nhóm mình hợp tác rất ăn ý, kết quả vượt ngoài mong đợi. vào buổi chiều và mình nghĩ sẽ tốt hơn lần sau.",Positive
rất Thầy cô phê bình làm mình buồn cả ngày. khi nói chuyện với bạn bè!,Negative
"Cả lớp bị phạt vì một lỗi nhỏ, mình thấy bất công.",Negative
"vô cùng Nhóm mình bất đồng ý kiến, kết quả không như mong đợi. trong giờ ra chơi!",Negative
Cảm giác chiến thắng khi vượt qua thử thách lớn.,Positive
Bạn thân hiểu lầm khiến mình buồn bã. và mình nghĩ sẽ tốt hơn lần sau.,Negative
"cực kỳ Cả lớp cùng nhau tổ chức tiệc, không khí thật vui vẻ.",Positive
"Mình không làm được bài kiểm tra, cảm giác bất lực. khi thảo luận nhóm.",Negative
vô cùng Bạn bè không quan tâm khiến mình thấy cô đơn. vào buổi chiều :),Negative
Mình bị đau ốm nên không thể đi học. trong kỳ thi!,Negative
Hôm nay mình đọc tài liệu môn học. khi nói chuyện với bạn bè.,Neutral
cực kỳ Bạn cùng lớp không hợp tác khi làm nhóm. trong kỳ thi :),Negative
vô cùng Hôm nay không có sự kiện gì nổi bật ở trường. khi làm bài tập,Neutral
"Mình bị mất đồ dùng học tập, cảm giác rất tệ.",Negative
"Mình bị loại khỏi đội tuyển, cảm giác thất vọng. khi làm bài tập!",Negative
Mình vừa nhận được thông báo từ giáo viên. trong lớp học :),Neutral
khá Mình vừa làm xong bài tập nhỏ. khi làm bài tập - mình tự nhủ.,Neutral
Mình được mời tham gia đội tuyển học sinh giỏi. trong giờ ra chơi - mình tự nhủ.,Positive
"Giáo viên giao bài tập mới, mình sẽ làm vào cuối tuần..",Neutral
"Nhóm mình hợp tác rất ăn ý, kết quả vượt ngoài mong đợi. vào buổi chiều và mình nghĩ sẽ tốt hơn lần sau.",Positive
đặc biệt Mình cảm thấy vô cùng hạnh phúc khi được điểm cao trong bài kiểm tra. trong kỳ thi,Positive
đặc biệt Mình làm bài tập nhóm cùng các bạn. vào buổi sáng!,Neutral
quá Bạn thân hiểu lầm khiến mình buồn bã. trong giờ ra chơi!,Negative
Bạn bè không quan tâm khiến mình thấy cô đơn.,Negative
"rất Cả lớp bị phạt vì một lỗi nhỏ, mình thấy bất công. trong giờ ra chơi.",Negative
"vô cùng Mình bị chê bai trước lớp, rất xấu hổ. khi nói chuyện với bạn bè!",Negative
hơi Mình ăn trưa ở căn tin cùng bạn bè. trong kỳ thi :),Neutral
hơi Bố mẹ tự hào về thành tích học tập của mình. khi nói chuyện với bạn bè,Positive
"đặc biệt Hôm nay mình đi học như thường lệ, không có gì đặc biệt. vào buổi sáng",Neutral
thật sự Bạn cùng lớp không hợp tác khi làm nhóm. trong kỳ thi.,Negative
"Mình bị điểm danh nhầm, không biết giải thích sao. khi thảo luận nhóm",Negative
"Mình vừa nhận được học bổng, cảm giác như mơ vậy! vào buổi sáng.",Positive
rất Bố mẹ không hài lòng về kết quả học tập của mình.,Negative
"Hôm nay mình đi học như thường lệ, không có gì đặc biệt. vào buổi sáng và mình nghĩ sẽ tốt hơn lần sau.",Neutral
"Bạn thân tặng quà sinh nhật bất ngờ, mình xúc động lắm. trong lớp học - mình tự nhủ.",Positive
"thật sự Cả lớp bị phạt vì một lỗi nhỏ, mình thấy bất công.",Negative
"rất Bạn thân tặng quà sinh nhật bất ngờ, mình xúc động lắm. (thật bất ngờ).",Positive
Mình nhận được lời khen từ thầy giáo chủ nhiệm. (thật bất ngờ).,Positive
Mình nhận được lời khen từ thầy giáo chủ nhiệm. :),Positive
"đặc biệt Tham gia câu lạc bộ mới, mình quen được nhiều bạn tốt. trong giờ ra chơi",Positive
"Mình bị loại khỏi đội tuyển, cảm giác thất vọng.",Negative
"Mình bị loại khỏi đội tuyển, cảm giác thất vọng. trong giờ ra chơi (thật bất ngờ).",Negative
Bạn cùng lớp không hợp tác khi làm nhóm. :),Negative
rất Mình cảm thấy thất vọng vì bị điểm kém trong bài kiểm tra. trong lớp học,Negative
"hơi Mình giúp bạn giải bài tập khó, cả hai đều vui. và mình nghĩ sẽ tốt hơn lần sau.",Positive
"hơi Ngày mai mình có bài kiểm tra, cần ôn lại một chút. (thật bất ngờ).",Neutral
Bạn bè không quan tâm khiến mình thấy cô đơn. trong giờ ra chơi - mình tự nhủ.,Negative
"Giáo viên giao bài tập mới, mình sẽ làm vào cuối tuần. vào buổi sáng và mình nghĩ sẽ tốt hơn lần sau.",Neutral
Mình vừa hoàn thành bài tập về nhà. khi thảo luận nhóm,Neutral
Mình vừa làm xong bài tập nhỏ. - mình tự nhủ.,Neutral
Hôm nay không có sự kiện gì nổi bật ở trường. - mình tự nhủ.,Neutral
Cảm giác thất bại khi không đạt mục tiêu đề ra. trong lớp học (thật bất ngờ).,Negative
"Hôm nay mình đi học như thường lệ, không có gì đặc biệt.!",Neutral
"Mình nộp bài trễ nên bị trừ điểm, rất buồn. vào buổi chiều",Negative
thật sự Mình làm bài tập nhóm cùng các bạn. ở trường và mình nghĩ sẽ tốt hơn lần sau.,Neutral
"vô cùng Tham gia câu lạc bộ mới, mình quen được nhiều bạn tốt..",Positive
Bạn bè luôn động viên khiến mình tự tin hơn mỗi ngày..,Positive
đặc biệt Bạn bè không quan tâm khiến mình thấy cô đơn..,Negative
thật sự Mình được mời tham gia đội tuyển học sinh giỏi..,Positive
"Mình tham gia buổi học nhóm, mọi thứ diễn ra bình thường. (thật bất ngờ).",Neutral
Hôm nay không có sự kiện gì nổi bật ở trường..,Neutral
Mình kiểm tra lại lịch học tuần này. khi nói chuyện với bạn bè,Neutral
"đặc biệt Ngày mai mình có bài kiểm tra, cần ôn lại một chút. trong giờ ra chơi",Neutral
quá Mình tham gia tiết học thể dục như mọi khi. trong kỳ thi,Neutral
Mình chuẩn bị sách vở cho buổi học tiếp theo. vào buổi sáng và mình nghĩ sẽ tốt hơn lần sau.,Neutral
cực kỳ Mình vừa học xong một bài mới và hiểu rất rõ. - mình tự nhủ.,Positive
"Ngày mai mình có bài kiểm tra, cần ôn lại một chút. và mình nghĩ sẽ tốt hơn lần sau.",Neutral
cực kỳ Mình vừa hoàn thành bài tập về nhà. (thật bất ngờ).,Neutral
"hơi Mình hoàn thành dự án trước thời hạn, cảm giác nhẹ nhõm và vui sướng..",Positive
"Mình vừa nhận được học bổng, cảm giác như mơ vậy!.",Positive
"Lớp học diễn ra bình thường, mọi người đều chăm chú nghe giảng. - mình tự nhủ.",Neutral
rất Cảm giác chiến thắng khi vượt qua thử thách lớn. trong kỳ thi và mình nghĩ sẽ tốt hơn lần sau.,Positive
hơi Mình đến lớp đúng giờ và nghe giảng đầy đủ. trong giờ ra chơi - mình tự nhủ.,Neutral
thật sự Bạn bè luôn động viên khiến mình tự tin hơn mỗi ngày. trong kỳ thi,Positive
Mình cảm thấy vô cùng hạnh phúc khi được điểm cao trong bài kiểm tra. trong giờ ra chơi (thật bất ngờ).,Positive
Mình chuẩn bị sách vở cho buổi học tiếp theo.,Neutral
Mình được mời tham gia đội tuyển học sinh giỏi. (thật bất ngờ).,Positive
"khá Giờ ra chơi, mình ngồi đọc sách. trong giờ ra chơi!",Neutral
Mình cảm thấy vô cùng hạnh phúc khi được điểm cao trong bài kiểm tra..,Positive
"hơi Mình không làm được bài kiểm tra, cảm giác bất lực. :)",Negative
"Tham gia câu lạc bộ mới, mình quen được nhiều bạn tốt. trong lớp học",Positive
